deck,ev_farmer_X,std_X,std_XYZ,sharpe_X,sharpe_XYZ,kelly_f,max_ratio,kelly_log_growth,kelly_growth,winrate_X,nonpair_win_X,pair_win_X,twoFarmers,threeFarmers,joint_m1_m1_m1,joint_m1_m1_1,joint_m1_m1_2,joint_m1_1_m1,joint_m1_1_1,joint_m1_1_2,joint_m1_2_m1,joint_m1_2_1,joint_m1_2_2,joint_1_m1_m1,joint_1_m1_1,joint_1_m1_2,joint_1_1_m1,joint_1_1_1,joint_1_1_2,joint_1_2_m1,joint_1_2_1,joint_1_2_2,joint_2_m1_m1,joint_2_m1_1,joint_2_m1_2,joint_2_1_m1,joint_2_1_1,joint_2_1_2,joint_2_2_m1,joint_2_2_1,joint_2_2_2,prob_from_prior,farmerWinWeight_X,farmerWinWeight_Y,farmerWinWeight_Z,farmerWinNonPairWeight_X,farmerWinNonPairWeight_Y,farmerWinNonPairWeight_Z,farmerWinPairWeight_X,farmerWinPairWeight_Y,farmerWinPairWeight_Z,-1_-1_-1_Weight,-1_-1_1_Weight,-1_-1_2_Weight,-1_1_-1_Weight,-1_1_1_Weight,-1_1_2_Weight,-1_2_-1_Weight,-1_2_1_Weight,-1_2_2_Weight,1_-1_-1_Weight,1_-1_1_Weight,1_-1_2_Weight,1_1_-1_Weight,1_1_1_Weight,1_1_2_Weight,1_2_-1_Weight,1_2_1_Weight,1_2_2_Weight,2_-1_-1_Weight,2_-1_1_Weight,2_-1_2_Weight,2_1_-1_Weight,2_1_1_Weight,2_1_2_Weight,2_2_-1_Weight,2_2_1_Weight,2_2_2_Weight,totalDeals
00122300,0.0380952380952382,1.21830334422456,0.842413119523656,0.0312690909664087,0.0452215631646131,0.0180262386101144,0.0360768667484383,0.102747605159718,0.102800408594755,0.438095238095238,0.276190476190476,0.161904761904762,0.442857142857143,0.178571428571429,0.307142857142857,0.0285714285714286,0.0547619047619048,0.0285714285714286,0.0380952380952381,0.019047619047619,0.0547619047619048,0.019047619047619,0.0119047619047619,0.0285714285714286,0.0380952380952381,0.019047619047619,0.0380952380952381,0.0857142857142857,0.019047619047619,0.019047619047619,0.019047619047619,0.00952380952380952,0.0547619047619048,0.019047619047619,0.0119047619047619,0.019047619047619,0.019047619047619,0.00952380952380952,0.0119047619047619,0.00952380952380952,0.00714285714285714,5.47617010353384e-05,1104,1104,1104,696,696,696,408,408,408,774,72,138,72,96,48,138,48,30,72,96,48,96,216,48,48,48,24,138,48,30,48,48,24,30,24,18,2520
00123002,0.0952380952380952,1.21517241201803,0.837878759920867,0.078374142052759,0.113665723245078,0.0456316139566698,0.0905489353866714,0.649645164083625,0.651759935302413,0.466666666666667,0.304761904761905,0.161904761904762,0.485714285714286,0.192857142857143,0.278571428571429,0.0285714285714286,0.05,0.0285714285714286,0.0476190476190476,0.019047619047619,0.05,0.019047619047619,0.0119047619047619,0.0285714285714286,0.0476190476190476,0.019047619047619,0.0476190476190476,0.0857142857142857,0.0238095238095238,0.019047619047619,0.0238095238095238,0.00952380952380952,0.05,0.019047619047619,0.0119047619047619,0.019047619047619,0.0238095238095238,0.00952380952380952,0.0119047619047619,0.00952380952380952,0.00714285714285714,5.47617010353384e-05,1176,1176,1176,768,768,768,408,408,408,702,72,126,72,120,48,126,48,30,72,120,48,120,216,60,48,60,24,126,48,30,48,60,24,30,24,18,2520
00123011,0.069047619047619,1.18421927169199,0.824713926901013,0.0583064477146744,0.0837231151255995,0.0338862758316104,0.0674322456650472,0.350683938698731,0.351299554234291,0.466666666666667,0.330952380952381,0.135714285714286,0.5,0.192857142857143,0.292857142857143,0.0285714285714286,0.0404761904761905,0.0285714285714286,0.0523809523809524,0.0214285714285714,0.0404761904761905,0.0214285714285714,0.00714285714285714,0.0285714285714286,0.0523809523809524,0.0214285714285714,0.0523809523809524,0.1,0.0238095238095238,0.0214285714285714,0.0238095238095238,0.00714285714285714,0.0404761904761905,0.0214285714285714,0.00714285714285714,0.0214285714285714,0.0238095238095238,0.00714285714285714,0.00714285714285714,0.00714285714285714,0,0.000146031202760902,1176,1176,1176,834,834,834,342,342,342,738,72,102,72,132,54,102,54,18,72,132,54,132,252,60,54,60,18,102,54,18,54,60,18,18,18,0,2520
00123020,0.0952380952380952,1.21517241201803,0.837878759920867,0.078374142052759,0.113665723245078,0.0456316139566698,0.0905489353866714,0.649645164083625,0.651759935302413,0.466666666666667,0.304761904761905,0.161904761904762,0.485714285714286,0.192857142857143,0.278571428571429,0.0285714285714286,0.05,0.0285714285714286,0.0476190476190476,0.019047619047619,0.05,0.019047619047619,0.0119047619047619,0.0285714285714286,0.0476190476190476,0.019047619047619,0.0476190476190476,0.0857142857142857,0.0238095238095238,0.019047619047619,0.0238095238095238,0.00952380952380952,0.05,0.019047619047619,0.0119047619047619,0.019047619047619,0.0238095238095238,0.00952380952380952,0.0119047619047619,0.00952380952380952,0.00714285714285714,5.47617010353384e-05,1176,1176,1176,768,768,768,408,408,408,702,72,126,72,120,48,126,48,30,72,120,48,120,216,60,48,60,24,126,48,30,48,60,24,30,24,18,2520
00123101,0.0642857142857143,1.18448731697795,0.851605792784346,0.0542730288153103,0.075487643262184,0.0297018305695095,0.0592565549630723,0.285810984338597,0.286219813332379,0.464285714285714,0.328571428571429,0.135714285714286,0.471428571428571,0.228571428571429,0.307142857142857,0.0285714285714286,0.0452380952380952,0.0285714285714286,0.0428571428571429,0.0142857142857143,0.0452380952380952,0.0142857142857143,0.00952380952380952,0.0285714285714286,0.0428571428571429,0.0142857142857143,0.0428571428571429,0.114285714285714,0.0333333333333333,0.0142857142857143,0.0333333333333333,0.00476190476190476,0.0452380952380952,0.0142857142857143,0.00952380952380952,0.0142857142857143,0.0333333333333333,0.00476190476190476,0.00952380952380952,0.00476190476190476,0,0.000146031202760902,1170,1170,1170,828,828,828,342,342,342,774,72,114,72,108,36,114,36,24,72,108,36,108,288,84,36,84,12,114,36,24,36,84,12,24,12,0,2520
00123110,0.0404761904761903,1.18553976531679,0.830440557339522,0.0341415713418728,0.0487406234178442,0.0196351858445556,0.0392430357571386,0.119056430099308,0.119127330401379,0.452380952380952,0.316666666666667,0.135714285714286,0.471428571428571,0.192857142857143,0.307142857142857,0.0285714285714286,0.0452380952380952,0.0285714285714286,0.0476190476190476,0.019047619047619,0.0452380952380952,0.019047619047619,0.00714285714285714,0.0285714285714286,0.0476190476190476,0.019047619047619,0.0476190476190476,0.1,0.0238095238095238,0.019047619047619,0.0238095238095238,0.00714285714285714,0.0452380952380952,0.019047619047619,0.00714285714285714,0.019047619047619,0.0238095238095238,0.00714285714285714,0.00714285714285714,0.00714285714285714,0,0.000146031202760902,1140,1140,1140,798,798,798,342,342,342,774,72,114,72,120,48,114,48,18,72,120,48,120,252,60,48,60,18,114,48,18,48,60,18,18,18,0,2520
00123200,0.0380952380952382,1.21830334422456,0.849916629231356,0.0312690909664091,0.0448223234903529,0.017736288476319,0.0355155736588663,0.101043595374491,0.101094661613595,0.438095238095238,0.276190476190476,0.161904761904762,0.428571428571429,0.192857142857143,0.307142857142857,0.0285714285714286,0.0595238095238095,0.0285714285714286,0.0380952380952381,0.0142857142857143,0.0595238095238095,0.0142857142857143,0.0119047619047619,0.0285714285714286,0.0380952380952381,0.0142857142857143,0.0380952380952381,0.0857142857142857,0.0238095238095238,0.0142857142857143,0.0238095238095238,0.00952380952380952,0.0595238095238095,0.0142857142857143,0.0119047619047619,0.0142857142857143,0.0238095238095238,0.00952380952380952,0.0119047619047619,0.00952380952380952,0.00714285714285714,5.47617010353384e-05,1104,1104,1104,696,696,696,408,408,408,774,72,150,72,96,36,150,36,30,72,96,36,96,216,60,36,60,24,150,36,30,36,60,24,30,24,18,2520
00124001,0.15,1.28132186209622,0.933779655188763,0.117066604759715,0.16063746855748,0.0581267959494597,0.114765975046915,1.29941814353175,1.30789726771288,0.464285714285714,0.242857142857143,0.221428571428571,0.471428571428571,0.25,0.328571428571429,0,0.0666666666666667,0,0.019047619047619,0.019047619047619,0.0666666666666667,0.019047619047619,0.0166666666666667,0,0.019047619047619,0.019047619047619,0.019047619047619,0.0571428571428571,0.0476190476190476,0.019047619047619,0.0476190476190476,0.0142857142857143,0.0666666666666667,0.019047619047619,0.0166666666666667,0.019047619047619,0.0476190476190476,0.0142857142857143,0.0166666666666667,0.0142857142857143,0.00714285714285714,9.1269501725564e-06,1170,1170,1170,612,612,612,558,558,558,828,0,168,0,48,48,168,48,42,0,48,48,48,144,120,48,120,36,168,48,42,48,120,36,42,36,18,2520
00124010,0.15,1.28132186209622,0.933779655188763,0.117066604759715,0.16063746855748,0.0581267959494597,0.114765975046915,1.29941814353175,1.30789726771288,0.464285714285714,0.242857142857143,0.221428571428571,0.471428571428571,0.25,0.328571428571429,0,0.0666666666666667,0,0.019047619047619,0.019047619047619,0.0666666666666667,0.019047619047619,0.0166666666666667,0,0.019047619047619,0.019047619047619,0.019047619047619,0.0571428571428571,0.0476190476190476,0.019047619047619,0.0476190476190476,0.0142857142857143,0.0666666666666667,0.019047619047619,0.0166666666666667,0.019047619047619,0.0476190476190476,0.0142857142857143,0.0166666666666667,0.0142857142857143,0.00714285714285714,9.1269501725564e-06,1170,1170,1170,612,612,612,558,558,558,828,0,168,0,48,48,168,48,42,0,48,48,48,144,120,48,120,36,168,48,42,48,120,36,42,36,18,2520
00124100,0.111904761904762,1.28520933646965,0.911662282818497,0.0870712332452808,0.122748043890547,0.0455604188755002,0.0905672523941682,0.760240377898889,0.763137542210496,0.445238095238095,0.223809523809524,0.221428571428571,0.442857142857143,0.221428571428571,0.328571428571429,0,0.0761904761904762,0,0.019047619047619,0.019047619047619,0.0761904761904762,0.019047619047619,0.0166666666666667,0,0.019047619047619,0.019047619047619,0.019047619047619,0.0571428571428571,0.0380952380952381,0.019047619047619,0.0380952380952381,0.0142857142857143,0.0761904761904762,0.019047619047619,0.0166666666666667,0.019047619047619,0.0380952380952381,0.0142857142857143,0.0166666666666667,0.0142857142857143,0.00714285714285714,9.1269501725564e-06,1122,1122,1122,564,564,564,558,558,558,828,0,192,0,48,48,192,48,42,0,48,48,48,144,96,48,96,36,192,48,42,48,96,36,42,36,18,2520
00130004,0.0785714285714286,1.33666887203577,0.9715073497469,0.058781520401356,0.0808757942921358,0.0282556154452255,0.0565885364372897,0.330858758698881,0.331406700427668,0.407142857142857,0.142857142857143,0.264285714285714,0.442857142857143,0.164285714285714,0.385714285714286,0,0.0571428571428571,0,0,0.0285714285714286,0.0571428571428571,0.0285714285714286,0.0357142857142857,0,0,0.0285714285714286,0,0.0571428571428571,0,0.0285714285714286,0,0.0285714285714286,0.0571428571428571,0.0285714285714286,0.0357142857142857,0.0285714285714286,0,0.0285714285714286,0.0357142857142857,0.0285714285714286,0.0214285714285714,1.52115836209273e-06,1026,1026,1026,360,360,360,666,666,666,972,0,144,0,0,72,144,72,90,0,0,72,0,144,0,72,0,72,144,72,90,72,0,72,90,72,54,2520
00130013,0.0642857142857143,1.25476642268998,0.866388626253069,0.051233212112816,0.0741996285936205,0.0288013037096336,0.0575169940002043,0.276840210052631,0.27722376642656,0.435714285714286,0.242857142857143,0.192857142857143,0.485714285714286,0.142857142857143,0.321428571428571,0.0142857142857143,0.05,0.0142857142857143,0.0571428571428571,0.0142857142857143,0.05,0.0142857142857143,0.0285714285714286,0.0142857142857143,0.0571428571428571,0.0142857142857143,0.0571428571428571,0.0142857142857143,0.0285714285714286,0.0142857142857143,0.0285714285714286,0.0142857142857143,0.05,0.0142857142857143,0.0285714285714286,0.0142857142857143,0.0285714285714286,0.0142857142857143,0.0285714285714286,0.0142857142857143,0,2.43385337934837e-05,1098,1098,1098,612,612,612,486,486,486,810,36,126,36,144,36,126,36,72,36,144,36,144,36,72,36,72,36,126,36,72,36,72,36,72,36,0,2520
00130022,0.0380952380952382,1.21830334422456,0.811705742958572,0.0312690909664087,0.0469323254463927,0.0194021143206187,0.0388127992612304,0.110618182030788,0.110679386507446,0.438095238095238,0.276190476190476,0.161904761904762,0.442857142857143,0.15,0.278571428571429,0.0476190476190476,0.0452380952380952,0.0476190476190476,0.0285714285714286,0.0285714285714286,0.0452380952380952,0.0285714285714286,0.0119047619047619,0.0476190476190476,0.0285714285714286,0.0285714285714286,0.0285714285714286,0.0857142857142857,0.00952380952380952,0.0285714285714286,0.00952380952380952,0.00952380952380952,0.0452380952380952,0.0285714285714286,0.0119047619047619,0.0285714285714286,0.00952380952380952,0.00952380952380952,0.0119047619047619,0.00952380952380952,0.00714285714285714,5.47617010353384e-05,1104,1104,1104,696,696,696,408,408,408,702,120,114,120,72,72,114,72,30,120,72,72,72,216,24,72,24,24,114,72,30,72,24,24,30,24,18,2520
00130031,0.0642857142857143,1.25476642268998,0.866388626253069,0.0512332121128156,0.07419962859362,0.0289755500824201,0.0579819750661394,0.277947834772836,0.278334467896924,0.435714285714286,0.242857142857143,0.192857142857143,0.428571428571429,0.171428571428571,0.292857142857143,0.0428571428571429,0.05,0.0428571428571429,0.0285714285714286,0.0142857142857143,0.05,0.0142857142857143,0.0285714285714286,0.0428571428571429,0.0285714285714286,0.0142857142857143,0.0285714285714286,0.0428571428571429,0.0285714285714286,0.0142857142857143,0.0285714285714286,0.0142857142857143,0.05,0.0142857142857143,0.0285714285714286,0.0142857142857143,0.0285714285714286,0.0142857142857143,0.0285714285714286,0.0142857142857143,0,2.43385337934837e-05,1098,1098,1098,612,612,612,486,486,486,738,108,126,108,72,36,126,36,72,108,72,36,72,108,72,36,72,36,126,36,72,36,72,36,72,36,0,2520
00130040,0.0785714285714286,1.33666887203577,0.9715073497469,0.058781520401356,0.0808757942921358,0.0282556154452255,0.0565885364372897,0.330858758698881,0.331406700427668,0.407142857142857,0.142857142857143,0.264285714285714,0.442857142857143,0.164285714285714,0.385714285714286,0,0.0571428571428571,0,0,0.0285714285714286,0.0571428571428571,0.0285714285714286,0.0357142857142857,0,0,0.0285714285714286,0,0.0571428571428571,0,0.0285714285714286,0,0.0285714285714286,0.0571428571428571,0.0285714285714286,0.0357142857142857,0.0285714285714286,0,0.0285714285714286,0.0357142857142857,0.0285714285714286,0.0214285714285714,1.52115836209273e-06,1026,1026,1026,360,360,360,666,666,666,972,0,144,0,0,72,144,72,90,0,0,72,0,144,0,72,0,72,144,72,90,72,0,72,90,72,54,2520
00130103,0.107142857142857,1.25183538723536,0.883955627291556,0.0855886151129495,0.121208411185913,0.0466119153935196,0.0927331792380869,0.743732561101429,0.746505120928243,0.457142857142857,0.264285714285714,0.192857142857143,0.471428571428571,0.192857142857143,0.292857142857143,0.0285714285714286,0.05,0.0285714285714286,0.0428571428571429,0.0142857142857143,0.05,0.0142857142857143,0.0214285714285714,0.0285714285714286,0.0428571428571429,0.0142857142857143,0.0428571428571429,0.0428571428571429,0.0285714285714286,0.0142857142857143,0.0285714285714286,0.0214285714285714,0.05,0.0142857142857143,0.0214285714285714,0.0142857142857143,0.0285714285714286,0.0214285714285714,0.0214285714285714,0.0214285714285714,0,2.43385337934837e-05,1152,1152,1152,666,666,666,486,486,486,738,72,126,72,108,36,126,36,54,72,108,36,108,108,72,36,72,54,126,36,54,36,72,54,54,54,0,2520
00130112,0.0642857142857143,1.18448731697795,0.81347425454761,0.0542730288153106,0.0790261202814156,0.0326155066268039,0.0650550911985644,0.313668107715253,0.314160560879133,0.464285714285714,0.328571428571429,0.135714285714286,0.457142857142857,0.2,0.264285714285714,0.0523809523809524,0.0404761904761905,0.0523809523809524,0.0380952380952381,0.019047619047619,0.0404761904761905,0.019047619047619,0.00952380952380952,0.0523809523809524,0.0380952380952381,0.019047619047619,0.0380952380952381,0.1,0.0285714285714286,0.019047619047619,0.0285714285714286,0.00476190476190476,0.0404761904761905,0.019047619047619,0.00952380952380952,0.019047619047619,0.0285714285714286,0.00476190476190476,0.00952380952380952,0.00476190476190476,0,0.000146031202760902,1170,1170,1170,828,828,828,342,342,342,666,132,102,132,96,48,102,48,24,132,96,48,96,252,72,48,72,12,102,48,24,48,72,12,24,12,0,2520
00130121,0.05,1.18517629791641,0.80269882074499,0.0421878163509525,0.0622898635301271,0.0259647667679601,0.0518204337850419,0.194468738123804,0.194657951207894,0.457142857142857,0.321428571428571,0.135714285714286,0.485714285714286,0.164285714285714,0.278571428571429,0.0380952380952381,0.0404761904761905,0.0380952380952381,0.0571428571428571,0.0214285714285714,0.0404761904761905,0.0214285714285714,0.00714285714285714,0.0380952380952381,0.0571428571428571,0.0214285714285714,0.0571428571428571,0.0714285714285714,0.0238095238095238,0.0214285714285714,0.0238095238095238,0.00714285714285714,0.0404761904761905,0.0214285714285714,0.00714285714285714,0.0214285714285714,0.0238095238095238,0.00714285714285714,0.00714285714285714,0.00714285714285714,0,0.000146031202760902,1152,1152,1152,810,810,810,342,342,342,702,96,102,96,144,54,102,54,18,96,144,54,144,180,60,54,60,18,102,54,18,54,60,18,18,18,0,2520
00130130,0.0642857142857143,1.25476642268998,0.844117298487267,0.0512332121128155,0.0761573236337177,0.0304291515245398,0.0607884638329604,0.292227982506129,0.292655384703127,0.435714285714286,0.242857142857143,0.192857142857143,0.471428571428571,0.128571428571429,0.292857142857143,0.0285714285714286,0.05,0.0285714285714286,0.0571428571428571,0.0142857142857143,0.05,0.0142857142857143,0.0285714285714286,0.0285714285714286,0.0571428571428571,0.0142857142857143,0.0571428571428571,0,0.0285714285714286,0.0142857142857143,0.0285714285714286,0.0142857142857143,0.05,0.0142857142857143,0.0285714285714286,0.0142857142857143,0.0285714285714286,0.0142857142857143,0.0285714285714286,0.0142857142857143,0,2.43385337934837e-05,1098,1098,1098,612,612,612,486,486,486,738,72,126,72,144,36,126,36,72,72,144,36,144,0,72,36,72,36,126,36,72,36,72,36,72,36,0,2520
00130202,0.0952380952380952,1.21517241201802,0.814828557569807,0.0783741420527595,0.116881145553046,0.0483688505673248,0.0959401078008636,0.688130570680975,0.690503629216767,0.466666666666667,0.304761904761905,0.161904761904762,0.471428571428571,0.178571428571429,0.25,0.0476190476190476,0.0452380952380952,0.0476190476190476,0.0380952380952381,0.0238095238095238,0.0452380952380952,0.0238095238095238,0.0119047619047619,0.0476190476190476,0.0380952380952381,0.0238095238095238,0.0380952380952381,0.0857142857142857,0.019047619047619,0.0238095238095238,0.019047619047619,0.00952380952380952,0.0452380952380952,0.0238095238095238,0.0119047619047619,0.0238095238095238,0.019047619047619,0.00952380952380952,0.0119047619047619,0.00952380952380952,0.00714285714285714,5.47617010353384e-05,1176,1176,1176,768,768,768,408,408,408,630,120,114,120,96,60,114,60,30,120,96,60,96,216,48,60,48,24,114,60,30,60,48,24,30,24,18,2520
00130211,0.0642857142857143,1.18448731697795,0.805631398415788,0.0542730288153106,0.0797954429434197,0.0332011585302475,0.0661731798323773,0.319479808965649,0.319990689615965,0.464285714285714,0.328571428571429,0.135714285714286,0.471428571428571,0.185714285714286,0.264285714285714,0.0476190476190476,0.0404761904761905,0.0476190476190476,0.0476190476190476,0.019047619047619,0.0404761904761905,0.019047619047619,0.00952380952380952,0.0476190476190476,0.0476190476190476,0.019047619047619,0.0476190476190476,0.0857142857142857,0.0285714285714286,0.019047619047619,0.0285714285714286,0.00476190476190476,0.0404761904761905,0.019047619047619,0.00952380952380952,0.019047619047619,0.0285714285714286,0.00476190476190476,0.00952380952380952,0.00476190476190476,0,0.000146031202760902,1170,1170,1170,828,828,828,342,342,342,666,120,102,120,120,48,102,48,24,120,120,48,120,216,72,48,72,12,102,48,24,48,72,12,24,12,0,2520
00130220,0.0380952380952382,1.21830334422456,0.795907901553378,0.031269090966409,0.0478638772411825,0.0202427314954031,0.0405286746798981,0.115293796588332,0.115360285436041,0.438095238095238,0.276190476190476,0.161904761904762,0.414285714285714,0.15,0.25,0.0666666666666667,0.0452380952380952,0.0666666666666667,0.019047619047619,0.0285714285714286,0.0452380952380952,0.0285714285714286,0.0119047619047619,0.0666666666666667,0.019047619047619,0.0285714285714286,0.019047619047619,0.0857142857142857,0.00952380952380952,0.0285714285714286,0.00952380952380952,0.00952380952380952,0.0452380952380952,0.0285714285714286,0.0119047619047619,0.0285714285714286,0.00952380952380952,0.00952380952380952,0.0119047619047619,0.00952380952380952,0.00714285714285714,5.47617010353384e-05,1104,1104,1104,696,696,696,408,408,408,630,168,114,168,48,72,114,72,30,168,48,72,48,216,24,72,24,24,114,72,30,72,24,24,30,24,18,2520
00130301,0.107142857142857,1.25183538723536,0.839754175238166,0.0855886151129495,0.127588358953345,0.0519576299165865,0.103207731437111,0.827781476949261,0.831217060983704,0.457142857142857,0.264285714285714,0.192857142857143,0.471428571428571,0.15,0.25,0.0428571428571429,0.05,0.0428571428571429,0.0571428571428571,0.0142857142857143,0.05,0.0142857142857143,0.0214285714285714,0.0428571428571429,0.0571428571428571,0.0142857142857143,0.0571428571428571,0,0.0285714285714286,0.0142857142857143,0.0285714285714286,0.0214285714285714,0.05,0.0142857142857143,0.0214285714285714,0.0142857142857143,0.0285714285714286,0.0214285714285714,0.0214285714285714,0.0214285714285714,0,2.43385337934837e-05,1152,1152,1152,666,666,666,486,486,486,630,108,126,108,144,36,126,36,54,108,144,36,144,0,72,36,72,54,126,36,54,36,72,54,54,54,0,2520
00130310,0.0642857142857143,1.25476642268998,0.844117298487267,0.0512332121128155,0.0761573236337177,0.0304291515245398,0.0607884638329604,0.292227982506129,0.292655384703127,0.435714285714286,0.242857142857143,0.192857142857143,0.471428571428571,0.128571428571429,0.292857142857143,0.0285714285714286,0.05,0.0285714285714286,0.0571428571428571,0.0142857142857143,0.05,0.0142857142857143,0.0285714285714286,0.0285714285714286,0.0571428571428571,0.0142857142857143,0.0571428571428571,0,0.0285714285714286,0.0142857142857143,0.0285714285714286,0.0142857142857143,0.05,0.0142857142857143,0.0285714285714286,0.0142857142857143,0.0285714285714286,0.0142857142857143,0.0285714285714286,0.0142857142857143,0,2.43385337934837e-05,1098,1098,1098,612,612,612,486,486,486,738,72,126,72,144,36,126,36,72,72,144,36,144,0,72,36,72,36,126,36,72,36,72,36,72,36,0,2520
00130400,0.0785714285714286,1.33666887203577,0.88963227135221,0.0587815204013566,0.0883189955013697,0.0342315749252318,0.0687325384913979,0.398851392899925,0.399647863627496,0.407142857142857,0.142857142857143,0.264285714285714,0.385714285714286,0.107142857142857,0.271428571428571,0.0571428571428571,0.0571428571428571,0.0571428571428571,0,0.0285714285714286,0.0571428571428571,0.0285714285714286,0.0357142857142857,0.0571428571428571,0,0.0285714285714286,0,0,0,0.0285714285714286,0,0.0285714285714286,0.0571428571428571,0.0285714285714286,0.0357142857142857,0.0285714285714286,0,0.0285714285714286,0.0357142857142857,0.0285714285714286,0.0214285714285714,1.52115836209273e-06,1026,1026,1026,360,360,360,666,666,666,684,144,144,144,0,72,144,72,90,144,0,72,0,0,0,72,0,72,144,72,90,72,0,72,90,72,54,2520
00131003,0.107142857142857,1.25183538723536,0.862138221473314,0.0855886151129496,0.124275730357668,0.04953456330843,0.0987372358723936,0.787627837620726,0.790737785249533,0.457142857142857,0.264285714285714,0.192857142857143,0.428571428571429,0.192857142857143,0.25,0.0571428571428571,0.05,0.0571428571428571,0.0285714285714286,0.0142857142857143,0.05,0.0142857142857143,0.0214285714285714,0.0571428571428571,0.0285714285714286,0.0142857142857143,0.0285714285714286,0.0428571428571429,0.0285714285714286,0.0142857142857143,0.0285714285714286,0.0214285714285714,0.05,0.0142857142857143,0.0214285714285714,0.0142857142857143,0.0285714285714286,0.0214285714285714,0.0214285714285714,0.0214285714285714,0,2.43385337934837e-05,1152,1152,1152,666,666,666,486,486,486,630,144,126,144,72,36,126,36,54,144,72,36,72,108,72,36,72,54,126,36,54,36,72,54,54,54,0,2520
00131012,0.05,1.18517629791641,0.80269882074499,0.0421878163509532,0.0622898635301282,0.0261634916932423,0.052343009731529,0.195462321626113,0.195653473745158,0.457142857142857,0.321428571428571,0.135714285714286,0.428571428571429,0.192857142857143,0.25,0.0619047619047619,0.0452380952380952,0.0619047619047619,0.0380952380952381,0.0166666666666667,0.0452380952380952,0.0166666666666667,0.00714285714285714,0.0619047619047619,0.0380952380952381,0.0166666666666667,0.0380952380952381,0.0857142857142857,0.0285714285714286,0.0166666666666667,0.0285714285714286,0.00714285714285714,0.0452380952380952,0.0166666666666667,0.00714285714285714,0.0166666666666667,0.0285714285714286,0.00714285714285714,0.00714285714285714,0.00714285714285714,0,0.000146031202760902,1152,1152,1152,810,810,810,342,342,342,630,156,114,156,96,42,114,42,18,156,96,42,96,216,72,42,72,18,114,42,18,42,72,18,18,18,0,2520
00131021,0.05,1.18517629791641,0.80269882074499,0.0421878163509532,0.0622898635301282,0.0261634916932423,0.052343009731529,0.195462321626113,0.195653473745158,0.457142857142857,0.321428571428571,0.135714285714286,0.428571428571429,0.192857142857143,0.25,0.0619047619047619,0.0452380952380952,0.0619047619047619,0.0380952380952381,0.0166666666666667,0.0452380952380952,0.0166666666666667,0.00714285714285714,0.0619047619047619,0.0380952380952381,0.0166666666666667,0.0380952380952381,0.0857142857142857,0.0285714285714286,0.0166666666666667,0.0285714285714286,0.00714285714285714,0.0452380952380952,0.0166666666666667,0.00714285714285714,0.0166666666666667,0.0285714285714286,0.00714285714285714,0.00714285714285714,0.00714285714285714,0,0.000146031202760902,1152,1152,1152,810,810,810,342,342,342,630,156,114,156,96,42,114,42,18,156,96,42,96,216,72,42,72,18,114,42,18,42,72,18,18,18,0,2520
00131030,0.107142857142857,1.25183538723536,0.862138221473314,0.0855886151129496,0.124275730357668,0.04953456330843,0.0987372358723936,0.787627837620726,0.790737785249533,0.457142857142857,0.264285714285714,0.192857142857143,0.428571428571429,0.192857142857143,0.25,0.0571428571428571,0.05,0.0571428571428571,0.0285714285714286,0.0142857142857143,0.05,0.0142857142857143,0.0214285714285714,0.0571428571428571,0.0285714285714286,0.0142857142857143,0.0285714285714286,0.0428571428571429,0.0285714285714286,0.0142857142857143,0.0285714285714286,0.0214285714285714,0.05,0.0142857142857143,0.0214285714285714,0.0142857142857143,0.0285714285714286,0.0214285714285714,0.0214285714285714,0.0214285714285714,0,2.43385337934837e-05,1152,1152,1152,666,666,666,486,486,486,630,144,126,144,72,36,126,36,54,144,72,36,72,108,72,36,72,54,126,36,54,36,72,54,54,54,0,2520
00131102,0.0833333333333334,1.18329979831757,0.819528513309319,0.0704245310037382,0.101684483187567,0.0415763344867097,0.0826240330071211,0.518526950918258,0.519873628535066,0.473809523809524,0.338095238095238,0.135714285714286,0.471428571428571,0.214285714285714,0.264285714285714,0.0476190476190476,0.0404761904761905,0.0476190476190476,0.0380952380952381,0.019047619047619,0.0404761904761905,0.019047619047619,0.00952380952380952,0.0476190476190476,0.0380952380952381,0.019047619047619,0.0380952380952381,0.114285714285714,0.0285714285714286,0.019047619047619,0.0285714285714286,0.00476190476190476,0.0404761904761905,0.019047619047619,0.00952380952380952,0.019047619047619,0.0285714285714286,0.00476190476190476,0.00952380952380952,0.00476190476190476,0,0.000146031202760902,1194,1194,1194,852,852,852,342,342,342,666,120,102,120,96,48,102,48,24,120,96,48,96,288,72,48,72,12,102,48,24,48,72,12,24,12,0,2520
