deck,ev_farmer_X,std_X,std_XYZ,sharpe_X,sharpe_XYZ,kelly_f,max_ratio,kelly_log_growth,kelly_growth,winrate_X,nonpair_win_X,pair_win_X,twoFarmers,threeFarmers,joint_m1_m1_m1,joint_m1_m1_1,joint_m1_m1_2,joint_m1_1_m1,joint_m1_1_1,joint_m1_1_2,joint_m1_2_m1,joint_m1_2_1,joint_m1_2_2,joint_1_m1_m1,joint_1_m1_1,joint_1_m1_2,joint_1_1_m1,joint_1_1_1,joint_1_1_2,joint_1_2_m1,joint_1_2_1,joint_1_2_2,joint_2_m1_m1,joint_2_m1_1,joint_2_m1_2,joint_2_1_m1,joint_2_1_1,joint_2_1_2,joint_2_2_m1,joint_2_2_1,joint_2_2_2,prob_from_prior,farmerWinWeight_X,farmerWinWeight_Y,farmerWinWeight_Z,farmerWinNonPairWeight_X,farmerWinNonPairWeight_Y,farmerWinNonPairWeight_Z,farmerWinPairWeight_X,farmerWinPairWeight_Y,farmerWinPairWeight_Z,-1_-1_-1_Weight,-1_-1_1_Weight,-1_-1_2_Weight,-1_1_-1_Weight,-1_1_1_Weight,-1_1_2_Weight,-1_2_-1_Weight,-1_2_1_Weight,-1_2_2_Weight,1_-1_-1_Weight,1_-1_1_Weight,1_-1_2_Weight,1_1_-1_Weight,1_1_1_Weight,1_1_2_Weight,1_2_-1_Weight,1_2_1_Weight,1_2_2_Weight,2_-1_-1_Weight,2_-1_1_Weight,2_-1_2_Weight,2_1_-1_Weight,2_1_1_Weight,2_1_2_Weight,2_2_-1_Weight,2_2_1_Weight,2_2_2_Weight,totalDeals
11002400,0.111904761904762,1.28520933646965,0.85413161534188,0.0870712332452815,0.131015829287587,0.0522389575352468,0.10360355594219,0.870345357896802,0.874143875182461,0.445238095238095,0.223809523809524,0.221428571428571,0.442857142857143,0.164285714285714,0.271428571428571,0.019047619047619,0.0761904761904762,0.019047619047619,0.0380952380952381,0.019047619047619,0.0761904761904762,0.019047619047619,0.0166666666666667,0.019047619047619,0.0380952380952381,0.019047619047619,0.0380952380952381,0,0.0380952380952381,0.019047619047619,0.0380952380952381,0.0142857142857143,0.0761904761904762,0.019047619047619,0.0166666666666667,0.019047619047619,0.0380952380952381,0.0142857142857143,0.0166666666666667,0.0142857142857143,0.00714285714285714,9.1269501725564e-06,1122,1122,1122,564,564,564,558,558,558,684,48,192,48,96,48,192,48,42,48,96,48,96,0,96,48,96,36,192,48,42,48,96,36,42,36,18,2520
11003003,0.0642857142857143,1.25476642268998,0.866388626253069,0.0512332121128156,0.07419962859362,0.0289755500824201,0.0579819750661394,0.277947834772836,0.278334467896924,0.435714285714286,0.242857142857143,0.192857142857143,0.428571428571429,0.171428571428571,0.292857142857143,0.0428571428571429,0.05,0.0428571428571429,0.0285714285714286,0.0142857142857143,0.05,0.0142857142857143,0.0285714285714286,0.0428571428571429,0.0285714285714286,0.0142857142857143,0.0285714285714286,0.0428571428571429,0.0285714285714286,0.0142857142857143,0.0285714285714286,0.0142857142857143,0.05,0.0142857142857143,0.0285714285714286,0.0142857142857143,0.0285714285714286,0.0142857142857143,0.0285714285714286,0.0142857142857143,0,2.43385337934837e-05,1098,1098,1098,612,612,612,486,486,486,738,108,126,108,72,36,126,36,72,108,72,36,72,108,72,36,72,36,126,36,72,36,72,36,72,36,0,2520
11003012,0.069047619047619,1.18421927169199,0.824713926901013,0.0583064477146743,0.0837231151255996,0.0340711173308159,0.0679058489576141,0.351974912755589,0.352595071839636,0.466666666666667,0.330952380952381,0.135714285714286,0.471428571428571,0.207142857142857,0.278571428571429,0.0380952380952381,0.0452380952380952,0.0380952380952381,0.0476190476190476,0.0166666666666667,0.0452380952380952,0.0166666666666667,0.00714285714285714,0.0380952380952381,0.0476190476190476,0.0166666666666667,0.0476190476190476,0.1,0.0285714285714286,0.0166666666666667,0.0285714285714286,0.00714285714285714,0.0452380952380952,0.0166666666666667,0.00714285714285714,0.0166666666666667,0.0285714285714286,0.00714285714285714,0.00714285714285714,0.00714285714285714,0,0.000146031202760902,1176,1176,1176,834,834,834,342,342,342,702,96,114,96,120,42,114,42,18,96,120,42,120,252,72,42,72,18,114,42,18,42,72,18,18,18,0,2520
11003021,0.0833333333333334,1.18329979831757,0.819528513309319,0.0704245310037384,0.101684483187567,0.0416547200120273,0.0828061392235211,0.519218581791033,0.520568857418562,0.473809523809524,0.338095238095238,0.135714285714286,0.471428571428571,0.214285714285714,0.264285714285714,0.0428571428571429,0.0452380952380952,0.0428571428571429,0.0476190476190476,0.0142857142857143,0.0452380952380952,0.0142857142857143,0.00952380952380952,0.0428571428571429,0.0476190476190476,0.0142857142857143,0.0476190476190476,0.1,0.0333333333333333,0.0142857142857143,0.0333333333333333,0.00476190476190476,0.0452380952380952,0.0142857142857143,0.00952380952380952,0.0142857142857143,0.0333333333333333,0.00476190476190476,0.00952380952380952,0.00476190476190476,0,0.000146031202760902,1194,1194,1194,852,852,852,342,342,342,666,108,114,108,120,36,114,36,24,108,120,36,120,252,84,36,84,12,114,36,24,36,84,12,24,12,0,2520
11003030,0.107142857142857,1.25183538723536,0.839754175238166,0.0855886151129495,0.127588358953345,0.0519576299165865,0.103207731437111,0.827781476949261,0.831217060983704,0.457142857142857,0.264285714285714,0.192857142857143,0.471428571428571,0.15,0.25,0.0428571428571429,0.05,0.0428571428571429,0.0571428571428571,0.0142857142857143,0.05,0.0142857142857143,0.0214285714285714,0.0428571428571429,0.0571428571428571,0.0142857142857143,0.0571428571428571,0,0.0285714285714286,0.0142857142857143,0.0285714285714286,0.0214285714285714,0.05,0.0142857142857143,0.0214285714285714,0.0142857142857143,0.0285714285714286,0.0214285714285714,0.0214285714285714,0.0214285714285714,0,2.43385337934837e-05,1152,1152,1152,666,666,666,486,486,486,630,108,126,108,144,36,126,36,54,108,144,36,144,0,72,36,72,54,126,36,54,36,72,54,54,54,0,2520
11003102,0.0642857142857143,1.18448731697795,0.828937384974653,0.0542730288153104,0.0775519544068816,0.0312761264353696,0.062323941961352,0.30120139970887,0.301655466895926,0.464285714285714,0.328571428571429,0.135714285714286,0.485714285714286,0.2,0.292857142857143,0.0333333333333333,0.0404761904761905,0.0333333333333333,0.0476190476190476,0.019047619047619,0.0404761904761905,0.019047619047619,0.00952380952380952,0.0333333333333333,0.0476190476190476,0.019047619047619,0.0476190476190476,0.1,0.0285714285714286,0.019047619047619,0.0285714285714286,0.00476190476190476,0.0404761904761905,0.019047619047619,0.00952380952380952,0.019047619047619,0.0285714285714286,0.00476190476190476,0.00952380952380952,0.00476190476190476,0,0.000146031202760902,1170,1170,1170,828,828,828,342,342,342,738,84,102,84,120,48,102,48,24,84,120,48,120,252,72,48,72,12,102,48,24,48,72,12,24,12,0,2520
11003111,0.0499999999999999,1.1484461552152,0.804673846971554,0.0435370868481255,0.0621369766001199,0.0258122999333342,0.0515126276044538,0.193376446454608,0.193563539283209,0.471428571428571,0.364285714285714,0.107142857142857,0.464285714285714,0.228571428571429,0.278571428571429,0.0380952380952381,0.0476190476190476,0.0380952380952381,0.0523809523809524,0.0130952380952381,0.0476190476190476,0.0130952380952381,0,0.0380952380952381,0.0523809523809524,0.0130952380952381,0.0523809523809524,0.128571428571429,0.0333333333333333,0.0130952380952381,0.0333333333333333,0,0.0476190476190476,0.0130952380952381,0,0.0130952380952381,0.0333333333333333,0,0,0,0,0.00038941654069574,1188,1188,1188,918,918,918,270,270,270,702,96,120,96,132,33,120,33,0,96,132,33,132,324,84,33,84,0,120,33,0,33,84,0,0,0,0,2520
11003120,0.0738095238095238,1.18393201297113,0.816562536746104,0.0623427046493116,0.0903905340840705,0.0372185100917778,0.0741421307604523,0.410750054880051,0.411594789104071,0.469047619047619,0.333333333333333,0.135714285714286,0.457142857142857,0.214285714285714,0.264285714285714,0.0428571428571429,0.05,0.0428571428571429,0.0476190476190476,0.0119047619047619,0.05,0.0119047619047619,0.00952380952380952,0.0428571428571429,0.0476190476190476,0.0119047619047619,0.0476190476190476,0.1,0.0333333333333333,0.0119047619047619,0.0333333333333333,0.00476190476190476,0.05,0.0119047619047619,0.00952380952380952,0.0119047619047619,0.0333333333333333,0.00476190476190476,0.00952380952380952,0.00476190476190476,0,0.000146031202760902,1182,1182,1182,840,840,840,342,342,342,666,108,126,108,120,30,126,30,24,108,120,30,120,252,84,30,84,12,126,30,24,30,84,12,24,12,0,2520
11003201,0.0642857142857143,1.18448731697795,0.836561773515279,0.0542730288153104,0.0768451491819688,0.0307978688216752,0.0614314509639935,0.296313359989296,0.296752801960396,0.464285714285714,0.328571428571429,0.135714285714286,0.471428571428571,0.214285714285714,0.292857142857143,0.0333333333333333,0.0452380952380952,0.0333333333333333,0.0476190476190476,0.0142857142857143,0.0452380952380952,0.0142857142857143,0.00952380952380952,0.0333333333333333,0.0476190476190476,0.0142857142857143,0.0476190476190476,0.1,0.0333333333333333,0.0142857142857143,0.0333333333333333,0.00476190476190476,0.0452380952380952,0.0142857142857143,0.00952380952380952,0.0142857142857143,0.0333333333333333,0.00476190476190476,0.00952380952380952,0.00476190476190476,0,0.000146031202760902,1170,1170,1170,828,828,828,342,342,342,738,84,114,84,120,36,114,36,24,84,120,36,120,252,84,36,84,12,114,36,24,36,84,12,24,12,0,2520
11003210,0.0595238095238095,1.18473616187007,0.82160108609422,0.0502422492361948,0.0724485526264053,0.0296646910079302,0.0592390737954578,0.264012233992276,0.26436105319834,0.461904761904762,0.326190476190476,0.135714285714286,0.457142857142857,0.207142857142857,0.278571428571429,0.0333333333333333,0.0547619047619048,0.0333333333333333,0.0571428571428571,0.00952380952380952,0.0547619047619048,0.00952380952380952,0.00714285714285714,0.0333333333333333,0.0571428571428571,0.00952380952380952,0.0571428571428571,0.0857142857142857,0.0333333333333333,0.00952380952380952,0.0333333333333333,0.00714285714285714,0.0547619047619048,0.00952380952380952,0.00714285714285714,0.00952380952380952,0.0333333333333333,0.00714285714285714,0.00714285714285714,0.00714285714285714,0,0.000146031202760902,1164,1164,1164,822,822,822,342,342,342,702,84,138,84,144,24,138,24,18,84,144,24,144,216,84,24,84,18,138,24,18,24,84,18,18,18,0,2520
11003300,0.0642857142857143,1.25476642268998,0.844117298487267,0.0512332121128155,0.0761573236337177,0.0304291515245398,0.0607884638329604,0.292227982506129,0.292655384703127,0.435714285714286,0.242857142857143,0.192857142857143,0.471428571428571,0.128571428571429,0.292857142857143,0.0285714285714286,0.05,0.0285714285714286,0.0571428571428571,0.0142857142857143,0.05,0.0142857142857143,0.0285714285714286,0.0285714285714286,0.0571428571428571,0.0142857142857143,0.0571428571428571,0,0.0285714285714286,0.0142857142857143,0.0285714285714286,0.0142857142857143,0.05,0.0142857142857143,0.0285714285714286,0.0142857142857143,0.0285714285714286,0.0142857142857143,0.0285714285714286,0.0142857142857143,0,2.43385337934837e-05,1098,1098,1098,612,612,612,486,486,486,738,72,126,72,144,36,126,36,72,72,144,36,144,0,72,36,72,36,126,36,72,36,72,36,72,36,0,2520
11004002,0.111904761904762,1.28520933646965,0.845727557810916,0.0870712332452814,0.13231774331017,0.0533403377314658,0.105737331806579,0.888486614002387,0.892445371977684,0.445238095238095,0.223809523809524,0.221428571428571,0.435714285714286,0.164285714285714,0.264285714285714,0.019047619047619,0.080952380952381,0.019047619047619,0.0380952380952381,0.019047619047619,0.080952380952381,0.019047619047619,0.0142857142857143,0.019047619047619,0.0380952380952381,0.019047619047619,0.0380952380952381,0,0.0380952380952381,0.019047619047619,0.0380952380952381,0.0142857142857143,0.080952380952381,0.019047619047619,0.0142857142857143,0.019047619047619,0.0380952380952381,0.0142857142857143,0.0142857142857143,0.0142857142857143,0.00714285714285714,9.1269501725564e-06,1122,1122,1122,564,564,564,558,558,558,666,48,204,48,96,48,204,48,36,48,96,48,96,0,96,48,96,36,204,48,36,48,96,36,36,36,18,2520
