deck,ev_farmer_X,kelly_f
40031341,0.0722527472527473,0.0351147206849317
40031404,0.0887362637362638,0.0411218539218159
40031413,0.0750000000000001,0.0360165881475175
40031422,0.0695970695970697,0.034018453491574
40031431,0.0750000000000001,0.0365054814482577
40031440,0.0887362637362638,0.0420324998735814
40032034,0.0371794871794872,0.0177772793686566
40032043,0.0415750915750915,0.0200489254968443
40032124,0.0432234432234433,0.0207624625045969
40032133,0.0388278388278387,0.0190901630415963
40032142,0.0498168498168499,0.024412493427809
40032214,0.0564102564102564,0.0269110707932178
40032223,0.0436813186813186,0.0216090214948951
40032232,0.0458791208791208,0.0229623026010666
40032241,0.063003663003663,0.0310190070812465
40032304,0.0767399267399268,0.0357577193026133
40032313,0.0586080586080586,0.0285742023296392
40032322,0.0524725274725274,0.026216397499586
40032331,0.0608058608058608,0.0303541489865315
40032340,0.0811355311355312,0.0393834223110649
40032403,0.0811355311355312,0.0381766967663691
40032412,0.0695970695970697,0.0338278679906656
40032421,0.0695970695970697,0.0342380305055247
40032430,0.0811355311355312,0.0394570823642396
40033024,0.0371794871794872,0.0175865052919784
40033033,0.0368131868131868,0.0178059865895713
40033042,0.0503663003663005,0.0243253770392693
40033114,0.0486263736263736,0.022800632222239
40033123,0.0388278388278387,0.0188912620485328
40033132,0.0437728937728936,0.0216022260298196
40033141,0.0634615384615386,0.0309135013663882
40033204,0.067948717948718,0.0312512358744185
40033213,0.0503663003663004,0.0243053929169175
40033222,0.0458791208791208,0.0227739624760161
40033231,0.056959706959707,0.0283533637445879
40033240,0.0811355311355312,0.0393709951744234
40033303,0.0714285714285715,0.0335903921166248
40033312,0.0591575091575092,0.0289135020072914
40033321,0.0608058608058608,0.0302165543057749
40033330,0.0763736263736264,0.0376003600064811
40033402,0.0811355311355312,0.0382441091653569
40033411,0.0750000000000001,0.0362893797057113
40033420,0.0811355311355312,0.0394393611531782
40034014,0.0447802197802197,0.0205437701042767
40034023,0.0415750915750915,0.0196560288583971
40034032,0.0503663003663005,0.0241177839905862
40034041,0.0711538461538461,0.033739320332965
40034104,0.0623626373626374,0.0279948936100559
40034113,0.0502747252747252,0.023555320553869
40034122,0.0498168498168499,0.0239883564989701
40034131,0.0634615384615386,0.0307140685287818
40034140,0.0887362637362638,0.0420616908204235
40034203,0.067948717948718,0.0312205424734578
40034212,0.0586080586080586,0.0279991083217546
40034221,0.063003663003663,0.0306766262833091
40034230,0.0811355311355312,0.0392651483846602
40034302,0.0767399267399268,0.0358002452688852
40034311,0.0722527472527473,0.0347263045096712
40034320,0.0811355311355312,0.0392889547114161
40034401,0.0887362637362638,0.041374819385473
40034410,0.0887362637362638,0.0421109968071122
40040044,0.0498168498168499,0.0232025453690053
40040134,0.0623626373626374,0.029147254730571
40040143,0.0623626373626374,0.0292408459813158
40040224,0.0735347985347986,0.034590568053516
40040233,0.067948717948718,0.0323380204336137
40040242,0.0735347985347986,0.0347317467650664
40040314,0.0858058608058608,0.0402532004202963
40040323,0.0767399267399268,0.0366526645888706
40040332,0.0767399267399268,0.036714746290938
40040341,0.0858058608058608,0.0403860852136384
40040404,0.0967032967032967,0.0447321799466335
40040413,0.0887362637362638,0.041816240122438
40040422,0.0852564102564103,0.0404953638377957
40040431,0.0887362637362638,0.041906661317924
40040440,0.0967032967032967,0.0447321799466335
40041034,0.0418498168498168,0.0197933940036717
40041043,0.0447802197802197,0.0213367594454653
40041124,0.0533882783882785,0.025270327960129
40041133,0.0486263736263736,0.0234433104011779
40041142,0.0577838827838829,0.027766991373125
40041214,0.0680402930402931,0.0320863665872783
40041223,0.0564102564102564,0.0273580165988569
40041232,0.0578754578754579,0.0283014276887725
40041241,0.0724358974358975,0.0349032574819328
40041304,0.0858058608058608,0.0398455318765384
40041313,0.0706043956043957,0.0339266985816183
40041322,0.0652014652014652,0.0318970011338508
40041331,0.0720695970695971,0.035182406006275
40041340,0.0887362637362638,0.0422685012404128
40041403,0.0887362637362638,0.0415351581878012
40041412,0.0797619047619048,0.0382094326602397
40041421,0.0797619047619048,0.0385163280029225
40041430,0.0887362637362638,0.0424048481840202
40042024,0.0383699633699633,0.0180855267557195
40042033,0.0371794871794872,0.0178814703284014
40042042,0.050091575091575,0.0240845986994824
40042114,0.0533882783882785,0.0249336765462651
40042123,0.0432234432234433,0.0208509910992119
40042132,0.0476190476190477,0.0232692065298687
40042141,0.0665750915750917,0.0321664726255746
40042204,0.0735347985347986,0.0337919925066221
40042213,0.0564102564102564,0.0270324183922868
40042222,0.0518315018315019,0.0254603007842797
40042231,0.0622710622710623,0.030663611890744
40042240,0.0852564102564103,0.0410067995467286
40042303,0.0767399267399268,0.0359900787925344
40042312,0.0652014652014652,0.0316217415276988
40042321,0.0666666666666668,0.032803649502123
40042330,0.0811355311355312,0.0395714455688205
40042402,0.0852564102564103,0.0400696750615815
40042411,0.0797619047619048,0.0383491906912647
40042420,0.0852564102564103,0.0411468660924116
40043014,0.0418498168498168,0.0192651436607562
40043023,0.0371794871794872,0.0176184764680144
40043032,0.0459706959706961,0.0220727812079999
40043041,0.0682234432234432,0.0324867569325317
40043104,0.0623626373626374,0.0280797333455426
40043113,0.0486263736263736,0.0228186140767861
40043122,0.0476190476190477,0.0229524292430976
40043131,0.0618131868131869,0.0299654722032497
40043140,0.0887362637362638,0.0421666475894017
40043203,0.067948717948718,0.0312853124547678
40043212,0.0578754578754579,0.0276801674426251
40043221,0.0622710622710623,0.0303519265209356
40043230,0.0811355311355312,0.0393234069815769
40043302,0.0767399267399268,0.0358752960827241
40043311,0.0720695970695971,0.0346993867100127
40043320,0.0811355311355312,0.0393604069604429
40043401,0.0887362637362638,0.041502689656774
40043410,0.0887362637362638,0.0422434043449294
40044004,0.0498168498168499,0.0221268519926238
40044013,0.0447802197802197,0.0204736588856797
40044022,0.050091575091575,0.0233896962773238
40044031,0.0682234432234432,0.0320370491580611
40044040,0.0967032967032967,0.0447451423132052
40044103,0.0623626373626374,0.0278697228272522
40044112,0.0577838827838829,0.0267252852459978
40044121,0.0665750915750917,0.031386465922703
40044130,0.0887362637362638,0.0417269727206902
40044202,0.0735347985347986,0.0334115196883477
40044211,0.0724358974358975,0.0339519595345584
40044220,0.0852564102564103,0.0403724363502541
40044301,0.0858058608058608,0.0395247867995582
40044310,0.0887362637362638,0.0417565441050091
40044400,0.0967032967032967,0.0447451423132052
40100344,0.0799450549450549,0.0371950028204024
40100434,0.074084249084249,0.0345709192975504
40100443,0.0799450549450549,0.0374859828112331
40101244,0.0753663003663004,0.0354754842770046
40101334,0.0656593406593408,0.0314044005972953
40101343,0.069871794871795,0.0334871684926701
40101424,0.0636446886446888,0.0301281927586721
40101433,0.0656593406593408,0.0315623596307794
40101442,0.0753663003663004,0.0358400471095408
40102144,0.0782967032967034,0.0368002275113395
40102234,0.0644688644688645,0.0311608659648286
40102243,0.0666666666666668,0.0322224234421355
40102324,0.0586080586080586,0.0284246116278039
40102333,0.0575091575091575,0.0282977954906249
40102342,0.0666666666666668,0.0323094608033607
40102414,0.0607142857142858,0.0288623291472207
40102423,0.0586080586080586,0.0285351084200378
40102432,0.0644688644688645,0.0313893231792966
40102441,0.0782967032967034,0.0371540419851608
40103044,0.0887362637362638,0.0410293500383203
40103134,0.0729853479853481,0.034918250536341
40103143,0.0728021978021979,0.0348071492050139
40103224,0.063003663003663,0.0306295691338125
40103233,0.0597069597069597,0.0293937832829774
40103242,0.0666666666666668,0.0322759313008725
40103314,0.0612637362637364,0.0296174514579725
40103323,0.0558608058608059,0.0276408623565606
40103332,0.0597069597069597,0.029470042921409
40103341,0.0728021978021979,0.0349045510346489
40103404,0.0652930402930403,0.0308752125380178
40103413,0.0612637362637364,0.0297516641992683
40103422,0.063003663003663,0.0308544490848472
40103431,0.0729853479853481,0.0352380102811306
40103440,0.0887362637362638,0.0413770424891572
40104034,0.0887362637362638,0.0412613267426188
40104043,0.0858058608058608,0.0399262996241545
40104124,0.0768315018315019,0.0365286821763732
40104133,0.0722527472527473,0.034728020965635
40104142,0.0753663003663004,0.0356864710778709
40104214,0.0709706959706961,0.0339987339555997
40104223,0.0644688644688645,0.0315086788259837
40104232,0.065934065934066,0.0321040057527908
40104241,0.0753663003663004,0.0356790088513067
40104304,0.0711538461538461,0.0338477790845886
40104313,0.06492673992674,0.0316546992461948
40104322,0.0644688644688645,0.0316277735768089
40104331,0.0722527472527473,0.0348836407978452
40104340,0.0858058608058608,0.0399719755937841
40104403,0.0711538461538461,0.034052819039134
40104412,0.0709706959706961,0.0343389349369878
40104421,0.0768315018315019,0.0369659307415003
40104430,0.0887362637362638,0.0417164905281335
40110244,0.0680402930402931,0.0320436272706378
40110334,0.0618131868131869,0.0294625517633268
40110343,0.0656593406593408,0.0314557206658391
40110424,0.0621794871794873,0.0292519629338284
40110433,0.0632783882783884,0.0303132220680681
40110442,0.0724358974358975,0.0344947587457685
40111144,0.061904761904762,0.0293905620400026
40111234,0.0513736263736264,0.0249853803452927
40111243,0.053937728937729,0.0263383256564211
40111324,0.048992673992674,0.0237889927377833
40111333,0.0467032967032966,0.0231354652392385
40111342,0.0566849816849817,0.0277910178006636
40111414,0.0547619047619047,0.0258969681986696
40111423,0.0502747252747253,0.0245126727889141
40111432,0.0554029304029304,0.0271857631253574
40111441,0.0701465201465202,0.0337041398113008
40112044,0.0651098901098902,0.0306513119857507
40112134,0.0511904761904762,0.0248921002689596
40112143,0.0524725274725275,0.0256005712599977
40112224,0.0445054945054945,0.0218821508591395
40112233,0.0401098901098901,0.0201128242042293
40112242,0.0496336996336996,0.0245797417624204
40112314,0.0475274725274726,0.0230345964537877
40112323,0.0388278388278388,0.0194537599483522
40112332,0.0426739926739926,0.0214850253002038
40112341,0.0590659340659341,0.0289839430700333
40112404,0.0577838827838829,0.0270600820759987
