deck,ev_farmer_X,std_X,std_XYZ,sharpe_X,sharpe_XYZ,kelly_f,max_ratio,kelly_log_growth,kelly_growth,winrate_X,nonpair_win_X,pair_win_X,twoFarmers,threeFarmers,joint_m1_m1_m1,joint_m1_m1_1,joint_m1_m1_2,joint_m1_1_m1,joint_m1_1_1,joint_m1_1_2,joint_m1_2_m1,joint_m1_2_1,joint_m1_2_2,joint_1_m1_m1,joint_1_m1_1,joint_1_m1_2,joint_1_1_m1,joint_1_1_1,joint_1_1_2,joint_1_2_m1,joint_1_2_1,joint_1_2_2,joint_2_m1_m1,joint_2_m1_1,joint_2_m1_2,joint_2_1_m1,joint_2_1_1,joint_2_1_2,joint_2_2_m1,joint_2_2_1,joint_2_2_2,prob_from_first,farmerWinWeight_X,farmerWinWeight_Y,farmerWinWeight_Z,farmerWinNonPairWeight_X,farmerWinNonPairWeight_Y,farmerWinNonPairWeight_Z,farmerWinPairWeight_X,farmerWinPairWeight_Y,farmerWinPairWeight_Z,x_1__1__1_Weight,x_1__1_1_Weight,x_1__1_2_Weight,x_1_1__1_Weight,x_1_1_1_Weight,x_1_1_2_Weight,x_1_2__1_Weight,x_1_2_1_Weight,x_1_2_2_Weight,x1__1__1_Weight,x1__1_1_Weight,x1__1_2_Weight,x1_1__1_Weight,x1_1_1_Weight,x1_1_2_Weight,x1_2__1_Weight,x1_2_1_Weight,x1_2_2_Weight,x2__1__1_Weight,x2__1_1_Weight,x2__1_2_Weight,x2_1__1_Weight,x2_1_1_Weight,x2_1_2_Weight,x2_2__1_Weight,x2_2_1_Weight,x2_2_2_Weight,totalDeals
44444444,0.00889877641824255,1.12940710611069,0.80492116766503,0.00787915745358346,0.0110554632872389,0.00458455713822047,0.00917236978371696,0.00611671646149102,0.00611690353640663,0.458509454949944,0.366629588431591,0.0918798665183537,0.457214052786912,0.208694560908132,0.29038024884521,0.0524954937947152,0.0316397389945777,0.0524954937947152,0.0553544892054347,0.0114689545612794,0.0316397389945777,0.0114689545612794,0.00454743229826656,0.0524954937947152,0.0553544892054347,0.0114689545612794,0.0553544892054347,0.136275101489784,0.0203684553406467,0.0114689545612794,0.0203684553406467,0.00347519493236957,0.0316397389945777,0.0114689545612794,0.00454743229826656,0.0114689545612794,0.0203684553406467,0.00347519493236957,0.00454743229826656,0.00347519493236957,0.000888508599298366,1,12153304800,12153304800,12153304800,9717926400,9717926400,9717926400,2435378400,2435378400,2435378400,7696852560,1391451648,838646592,1391451648,1467232512,303997440,838646592,303997440,120534768,1391451648,1467232512,303997440,1467232512,3612123648,539888640,303997440,539888640,92113920,838646592,303997440,120534768,303997440,539888640,92113920,120534768,92113920,23550912,26506116000
